"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Soaring Sandwing","W","C","80016","5.98","11532","8.66","326","10.6%","","49","","83","","132","","193","",""
"Spring-Loaded Sawblades","W","U","17881","2.66","7324","3.02","87","10.7%","","16","","18","","34","","52","",""
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","6","0.2%","","1","","2","","3","","3","",""
"Thousand Moons Infantry","W","C","90028","7.86","10116","11.47","5","0.2%","","0","","1","","1","","4","",""
"Thousand Moons Smithy","W","R","2488","1.48","1834","1.42","29","","","6","","4","","10","","19","",""
"Tinker's Tote","W","C","63084","4.45","17342","5.54","16","1.0%","","2","","7","","9","","7","",""
"Unstable Glyphbridge","W","R","2763","1.70","1874","1.70","26","","","7","","5","","12","","14","",""
"Vanguard of the Rose","W","U","25193","4.68","6323","5.75","14","1.5%","","1","","4","","5","","9","",""
"Warden of the Inner Sky","W","R","2997","1.80","1819","1.78","24","","","7","","5","","12","","12","",""
"Akal Pakal, First Among Equals","U","R","3183","1.92","2115","1.89","32","","","9","","7","","16","","16","",""
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","22","0.6%","","5","","4","","9","","13","",""
"Brackish Blunder","U","C","82857","6.48","16517","8.52","12","0.5%","","3","","2","","5","","7","",""
"Braided Net","U","R","4422","2.63","2053","2.69","25","","","3","","6","","9","","16","",""
"Chart a Course","U","U","24674","4.55","6481","5.58","0","0.0%","","0","","0","","0","","0","",""
"Cogwork Wrestler","U","C","84927","6.98","18368","8.74","0","0.0%","","0","","0","","0","","0","",""
"Confounding Riddle","U","U","27299","5.08","5659","6.63","19","1.8%","","3","","7","","10","","9","",""
"Council of Echoes","U","U","25603","4.85","5331","6.14","0","0.0%","","0","","0","","0","","0","",""
"Didact Echo","U","C","89226","7.61","12481","10.70","8","0.3%","","1","","4","","5","","3","",""
"Eaten by Piranhas","U","U","24382","4.54","5405","5.85","26","3.7%","","4","","11","","15","","11","",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","0","","","0","","0","","0","","0","",""
"The Everflowing Well","U","R","4111","2.53","1645","2.62","31","","","7","","10","","17","","14","",""
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","0","0.0%","","0","","0","","0","","0","",""
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","0","0.0%","","0","","0","","0","","0","",""
"Hurl into History","U","U","31436","6.29","5333","8.44","0","0.0%","","0","","0","","0","","0","",""
"Inverted Iceberg","U","C","76036","5.99","17720","7.56","13","0.6%","","3","","2","","5","","8","",""
"Kitesail Larcenist","U","R","2795","1.72","1946","1.69","76","","","12","","18","","30","","46","",""
"Lodestone Needle","U","U","27505","4.25","8736","4.98","24","2.4%","","3","","10","","13","","11","",""
"Malcolm, Alluring Scoundrel","U","R","2686","1.64","1870","1.59","22","","","3","","4","","7","","15","",""
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","146","5.2%","","19","","35","","54","","91","",""
"Merfolk Cave-Diver","U","U","29800","6.24","4493","8.55","4","0.3%","","1","","2","","3","","1","",""
"Oaken Siren","U","C","71616","5.37","18614","6.63","11","0.5%","","4","","4","","8","","3","",""
"Ojer Pakpatiq, Deepest Epoch","U","M","1150","1.37","871","1.31","0","","","0","","0","","0","","0","",""
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","0","0.0%","","0","","0","","0","","0","",""
"Out of Air","U","C","90128","8.07","12556","11.23","0","0.0%","","0","","0","","0","","0","",""
"Pirate Hat","U","C","91004","8.43","14332","11.31","0","0.0%","","0","","0","","0","","0","",""
"Relic's Roar","U","C","94182","9.30","12489","12.69","0","0.0%","","0","","0","","0","","0","",""
"River Herald Scout","U","C","74797","5.58","16715","7.25","10","0.4%","","1","","2","","3","","7","",""
"Sage of Days","U","C","89679","8.00","12851","11.05","0","0.0%","","0","","0","","0","","0","",""
"Self-Reflection","U","U","33071","6.98","4723","9.78","23","1.4%","","5","","5","","10","","13","",""
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","2","0.1%","","1","","0","","1","","1","",""
"Sinuous Benthisaur","U","U","33094","6.83","4766","9.33","259","11.7%","","37","","62","","99","","152","",""
"Song of Stupefaction","U","C","92230","8.85","11863","12.32","0","0.0%","","0","","0","","0","","0","",""
"Spyglass Siren","U","U","17780","3.19","7761","3.56","9","1.2%","","0","","4","","4","","5","",""
"Staunch Crewmate","U","U","23134","4.26","7773","4.77","1","0.1%","","0","","0","","0","","1","",""
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","13","","","3","","2","","5","","8","",""
"Unlucky Drop","U","C","91237","8.18","16587","10.54","5","0.1%","","0","","3","","3","","2","",""
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","0","0.0%","","0","","0","","0","","0","",""
"Waterwind Scout","U","C","57094","4.04","20442","4.69","113","5.0%","","18","","22","","40","","73","",""
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","0","0.0%","","0","","0","","0","","0","",""
"Zoetic Glyph","U","U","20208","3.75","8636","3.97","59","5.2%","","9","","13","","22","","37","",""
"Abyssal Gorestalker","B","U","30007","6.03","3225","8.90","3","0.3%","","0","","0","","0","","3","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","54","","","10","","13","","23","","32","",""
"Another Chance","B","C","84921","6.85","11257","9.57","71","2.9%","","13","","14","","27","","44","",""
"Bitter Triumph","B","U","14137","2.58","4622","2.95","150","20.6%","","27","","37","","64","","86","",""
"Bloodthorn Flail","B","U","35000","7.64","4047","11.06","0","0.0%","","0","","0","","0","","0","",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","18","","","1","","2","","3","","14","",""
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","5","0.3%","","2","","1","","3","","2","",""
"Canonized in Blood","B","U","27546","5.52","2796","8.24","0","0.0%","","0","","0","","0","","0","",""
"Chupacabra Echo","B","U","13942","2.51","5113","2.84","13","2.0%","","5","","2","","7","","6","",""
"Corpses of the Lost","B","R","3423","2.13","1618","2.10","44","","","12","","9","","21","","23","",""
"Dead Weight","B","C","61248","4.32","12804","5.54","49","2.3%","","7","","16","","23","","26","",""
"Deathcap Marionette","B","C","74771","5.54","11313","7.55","11","0.7%","","1","","1","","2","","9","",""
"Deep Goblin Skulltaker","B","C","78492","6.08","8548","8.86","4","0.3%","","1","","1","","2","","2","",""
"Deep-Cavern Bat","B","U","17360","3.16","5507","3.67","20","2.7%","","5","","2","","7","","13","",""
"Echo of Dusk","B","C","78796","5.93","9761","8.45","4","0.3%","","0","","1","","1","","3","",""
"Fanatical Offering","B","C","80284","6.29","10891","8.78","28","1.4%","","5","","8","","13","","15","",""
"Gargantuan Leech","B","U","31050","6.32","3704","8.92","216","15.3%","","33","","58","","91","","120","",""
"Grasping Shadows","B","U","30300","4.74","4878","6.31","106","10.1%","","18","","21","","39","","67","",""
"Greedy Freebooter","B","C","82951","6.75","9268","9.83","0","0.0%","","0","","0","","0","","0","",""
"Join the Dead","B","C","44708","3.17","11930","3.82","29","1.8%","","7","","10","","17","","12","",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","0","0.0%","","0","","0","","0","","0","",""
"Mephitic Draught","B","C","84205","6.83","11002","9.51","6","0.3%","","0","","0","","0","","6","",""
"Preacher of the Schism","B","R","2553","1.50","1650","1.45","177","","","24","","42","","66","","110","",""
"Primordial Gnawer","B","C","88475","7.55","9451","11.01","37","1.5%","","5","","9","","14","","23","",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","3","","","1","","2","","3","","0","",""
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","110","4.3%","","18","","30","","48","","61","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","166","7.4%","","28","","37","","65","","101","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","1","0.1%","","1","","0","","1","","0","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","17","1.0%","","4","","3","","7","","10","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","16","2.4%","","1","","5","","6","","10","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","0","","","0","","0","","0","","0","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","9","","","0","","2","","2","","7","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","0","","","0","","0","","0","","0","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","6","0.8%","","0","","2","","2","","4","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","83","","","14","","26","","40","","43","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","4","","","0","","0","","0","","4","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","17","1.3%","","2","","3","","5","","12","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","22","2.5%","","2","","5","","7","","15","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","2","0.1%","","0","","0","","0","","2","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","1077","21.6%","50.3%","178","","278","","456","","616","49.5%",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","725","20.3%","52.0%","114","","154","","268","","457","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","895","24.7%","52.1%","135","","207","","342","","550","52.0%",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","205","17.8%","","36","","46","","82","","123","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","788","93.1%","55.7%","145","","169","","314","","470","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","369","3.7%","","52","","90","","142","","227","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","537","13.5%","47.3%","89","","132","","221","","316","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","738","85.4%","54.1%","112","","168","","280","","448","",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","558","56.1%","47.3%","87","","143","","230","","328","",""
"Spelunking","G","U","32683","6.90","3186","10.39","851","21.4%","53.2%","165","","202","","367","","483","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","0","","","0","","0","","0","","0","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","266","15.1%","","37","","71","","108","","159","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","0","","","0","","0","","0","","0","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","0","","","0","","0","","0","","0","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","573","71.7%","56.2%","82","","148","","230","","342","",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","0","0.0%","","0","","0","","0","","0","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","356","48.2%","","59","","74","","133","","223","",""
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","1010","39.6%","53.7%","178","","224","","402","","608","54.9%",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","71","4.4%","","13","","24","","37","","34","",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","453","56.3%","","83","","106","","189","","263","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","778","91.1%","52.7%","130","","178","","308","","463","",""
"Kellan, Daring Traveler","WG","R","3225","1.98","1832","1.89","133","24.8%","","16","","31","","47","","85","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","735","25.6%","54.7%","106","","151","","257","","474","",""
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","15","1.6%","","2","","4","","6","","9","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","210","29.4%","","31","","51","","82","","128","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","31","","","5","","6","","11","","17","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","182","8.6%","","27","","39","","66","","114","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","389","","","67","","83","","150","","238","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","106","","","23","","29","","52","","56","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","161","","","18","","48","","66","","95","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","61","10.2%","","8","","11","","19","","42","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","0","0.0%","","0","","0","","0","","0","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","0","","","0","","0","","0","","0","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","9","1.7%","","1","","3","","4","","5","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","94","5.6%","","16","","20","","36","","58","",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","41","1.4%","","8","","8","","16","","25","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","293","4.9%","","37","","49","","86","","207","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","398","17.0%","","52","","93","","145","","250","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","511","8.9%","55.6%","84","","89","","173","","338","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","164","31.1%","","18","","41","","59","","105","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","43","","","9","","8","","17","","26","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","3","0.1%","","2","","0","","2","","1","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","1049","29.9%","50.9%","209","","206","","415","","634","51.4%",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","276","11.4%","","47","","56","","103","","173","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","342","","","65","","79","","144","","198","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","1026","94.2%","57.3%","191","","231","","422","","603","57.7%",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","64","10.5%","","9","","15","","24","","40","",""
"Treasure Map","","R","2679","1.66","1645","1.63","999","93.2%","54.6%","199","","198","","397","","602","55.5%",""
"Cavern of Souls","","M","2237","2.67","410","3.19","301","","","49","","77","","126","","172","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","786","30.3%","51.1%","126","","190","","316","","463","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","126","18.3%","","20","","32","","52","","74","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","833","29.6%","50.2%","136","","203","","339","","490","",""
"Hidden Cataract","","B","75483","6.50","13323","8.97","414","15.2%","","75","","115","","190","","221","",""
"Hidden Courtyard","","B","75203","6.38","11993","8.93","730","27.0%","47.4%","114","","182","","296","","427","",""
"Hidden Necropolis","","B","73164","6.13","10111","8.65","439","18.1%","","63","","100","","163","","274","",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","18","","","5","","3","","8","","10","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","446","44.2%","","75","","124","","199","","246","",""
"Restless Reef","","R","4674","2.73","1439","3.00","19","","","1","","3","","4","","15","",""
"Restless Vents","","R","5175","2.99","1324","3.49","150","22.3%","","25","","33","","58","","92","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","692","78.4%","53.0%","115","","147","","262","","426","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","580","22.4%","50.3%","86","","147","","233","","346","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","0","","","0","","0","","0","","0","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","29","","","5","","2","","7","","22","",""
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","4","0.2%","","2","","0","","2","","2","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","0","","","0","","0","","0","","0","",""
"Defossilize","B","U","22622","4.28","4208","5.44","227","21.2%","","47","","47","","94","","133","",""
"Fungal Fortitude","B","C","87826","7.59","8779","11.21","1","0.0%","","1","","0","","1","","0","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","16","","","2","","9","","11","","5","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","779","59.6%","55.1%","134","","173","","307","","472","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","593","99.2%","60.7%","97","","165","","262","","332","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","1212","20.0%","52.6%","199","","280","","479","","732","55.9%",""